name,scifi_name,diet,activity,lifespan,weight,status,kingdom,phylum,class,order,family,genus,species,founded_countries_count
Fairy-Wren,Malurus,Insectivore,Diurnal+,5 years,0.014 lbs,Not Evaluated,Animalia,Chordata,Aves,Passeriformes,Maluridae,Malurus,,Found in 3 countries
Falcon,Falconidae,Omnivore,Diurnal+,12 years,2.1 lbs,Not Evaluated,Animalia,Chordata,Aves,Falconiformes,Falconidae,,,Found in 46 countries
Fallow deer,Dama dama,Herbivore,Crepuscular+,12 years,100 lbs,Least Concern,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,dama,Found in 1 country
False Cobra,Pseudoxenodon sinensis,Carnivore,Diurnal,8 years,0.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pseudoxenodon,Pseudoxenodon macrops,Found in 2 countries
False coral snake,Lampropeltis elapsoides,Carnivore,Nocturnal+,7 years,0.2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,Lampropeltis elapsoides,Found in 8 states/provinces
False Killer Whale,Pseudorca crassidens,Carnivore,Cathemeral,30 years,2000 lbs,Near Threatened,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Pseudorca,Pseudorca crassidens,
False Water Cobra,Hydrodynastes gigas,Carnivore,Diurnal+,10 years,3 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Hydrodynastes,Hydrodynastes gigas,Found in 4 countries
False Widow Spider,Steatoda nobilis,Insectivore,Nocturnal+,2 years,,,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Steatoda,Steatoda nobilis,Found in 2 countries
Fancy Mouse,Mus musculus,Omnivore,Nocturnal+,0.5 years,0.06 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Muridae,Mus,musculus,Found in 1 country
Fangtooth,Anoplogaster cornuta,Carnivore,Cathemeral,6 years,,,Animalia,Chordata,Actinopterygii,Trachichthyiformes,Anoplogastridae,Anoplogaster,Anoplogaster cornuta,
Feather Star,Comatulida,,Nocturnal+,10 years,1 lbs,Not Evaluated,Animalia,Echinodermata,Crinoidea,Comatulida,,,,Found in 14 countries
Feist,Canis lupus familiaris,Omnivore,Diurnal+,11 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 12 states/provinces
Fennec Fox,Vulpes zerda,Omnivore,Nocturnal+,9 years,1.6 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,zerda,Found in 11 countries
Fer-de-lance Snake,Bothrops asper,Carnivore,Nocturnal+,10 years,6 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,Bothrops asper,Found in 17 locations
Ferret,Mustela putorius furo,Carnivore,Crepuscular+,8 years,2 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela putorius,Found in 2 countries
Ferruginous Hawk,Buteo regalis,Carnivore,Diurnal+,8 years,2.07 lbs,Least Concern,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo regalis,Found in 22 locations
Fiddler Crab,Uca,Omnivore,Diurnal+,2 years,0.03 lbs,Not Evaluated,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Uca,,Found in 60 countries
Field Cuckoo Bumblebee,Bombus campestris,Nectarivore,Diurnal+,270 years,0.00035 lbs,Least Concern,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,campestris,Found in 43 countries
Field Spaniel,Canis lupus familiaris,Omnivore,Diurnal+,13 years,25 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Fierce Snake,Oxyuranus microlepidotus,Carnivore,Diurnal+,10 years,2 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,microlepidotus,Found in 1 country
Figeater Beetle,Cotinis mutabilis,Detritivore,Diurnal,12 years,,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis,Cotinis mutabilis,Found in 6 locations
Fila Brasileiro,Canis lupus familiaris,Omnivore,Diurnal+,4 years,60 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Fin Whale,Balaenoptera physalus,,Cathemeral,85 years,120000 lbs,Vulnerable,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera,physalus,
Finch,Fringillidae,Omnivore,Diurnal+,3.5 years,0.08 lbs,Not Evaluated,Animalia,Chordata,Aves,Passeriformes,Fringillidae,,,Found in 72 countries
Finnish Lapphund,Canis lupus familiaris,Omnivore,Diurnal+,6 years,24 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 country
Finnish Spitz,Canis lupus familiaris,Omnivore,Diurnal+,13.5 years,16 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Fire Ball Python,Python regius,Carnivore,Crepuscular+,12 years,3 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,
Fire Eel,Mastacembelus erythrotaenia,Carnivore,Nocturnal+,10 years,,,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus erythrotaenia,Found in 4 countries
Fire Salamander,Salamandra salamandra,Insectivore,Nocturnal+,12 years,0.08 lbs,Least Concern,Animalia,Chordata,Amphibia,Urodela,Salamandridae,Salamandra,Salamandra salamandra,Found in 26 countries
Fire-Bellied Toad,Bombina orientalis,Insectivore,Diurnal+,8 years,0.02 lbs,Least Concern,Animalia,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,orientalis,Found in 4 countries
Firefly,Lampyridae,Omnivore,Nocturnal+,1.2 years,0.0003 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,,,Found in 34 countries
Firefly Ball Python,Python regius,Carnivore,Crepuscular+,12 years,3 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,Python regius,
Fish,Actinopterygii,Omnivore,Diurnal+,6 years,2300 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,,,,,
Fisher,Pekania pennanti,Omnivore,Nocturnal+,5 years,6 lbs,Least Concern,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Pekania,Pekania pennanti,Found in 28 states/provinces
Fishing Cat,Prionailurus viverrinus,Piscivore,Nocturnal+,10 years,16 lbs,Endangered,Animalia,Chordata,Mammalia,Carnivora,Felidae,Prionailurus,viverrinus,Found in 8 countries
Fishing Spiders,Dolomedes,Carnivore,Crepuscular+,2 years,0.003 lbs,Not Evaluated,Animalia,Arthropoda,Arachnida,Araneae,Pisauridae,Dolomedes,,Found in 50 countries
Flamingo,Phoenicopteridae,,Diurnal+,30 years,4.5 lbs,Not Evaluated,Animalia,Chordata,Aves,Phoenicopteriformes,Phoenicopteridae,,,Found in 50 countries
Flat-Coated Retriever,Canis lupus familiaris,Omnivore,Diurnal+,5 years,36 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Flathead Catfish,Pylodictis olivaris,Piscivore,Nocturnal+,15 years,56.7 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Siluriformes,Ictaluridae,Pylodictis,Pylodictis olivaris,Found in 19 locations
Flea,Siphonaptera,Sanguivore,Nocturnal+,3 years,1.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Siphonaptera,,,,Found in 29 countries
Flea Beetle,Chrysomelidae,Herbivore,Diurnal+,12 years,5.0E-5 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,Found in 39 countries
Fleckvieh Cattle,Bos taurus,Herbivore,Diurnal+,10 years,1300 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,taurus,Found in 2 countries
Florida Gar,Lepisosteus platyrhincus,Piscivore,Cathemeral+,15 years,6.8 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Lepisosteiformes,Lepisosteidae,Lepisosteus,Lepisosteus platyrhincus,Found in 2 states/provinces
Florida Mouse,Peromyscus polionotus floridanus,Omnivore,Nocturnal+,1 years,0.035 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Peromyscus,Peromyscus floridanus,Found in 1 state/province
Florida Panther,Puma concolor coryi,Carnivore,Crepuscular+,8 years,72 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Found in 1 state/province
Florida Woods Cockroach,Eurycotis floridana,Scavenger,Nocturnal+,15 years,,,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,Eurycotis,floridana,Found in 5 states/provinces
Flounder,Pleuronectiformes,Carnivore,Nocturnal+,10 years,320 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Pleuronectiformes,,,,Found in 44 countries
Flour Beetle,Tribolium castaneum,Omnivore,Nocturnal+,6 years,4.0E-6 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium,Tribolium castaneum,Found in 1 country
Flowerhorn Fish,,Omnivore,Diurnal+,10 years,2 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Amphilophus citrinellus × Paraneetroplus synspilus (hybrid),,Found in 4 countries
Fluke Fish (summer flounder),Paralichthys dentatus,Carnivore,Nocturnal+,7 years,12.3 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys dentatus,Found in 15 states/provinces
Fly,Diptera,Diurnal+,Diurnal+,0.002 lbs,,,Animalia,Arthropoda,Insecta,Diptera,,,,
Flycatcher,Passeriformes,Diurnal+,Diurnal+,0.095 lbs,,,Animalia,Chordata,Aves,Passeriformes,,,,
Flying Fish,Exocoetidae,Carnivore,Diurnal+,3 years,1 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Beloniformes,Exocoetidae,,,Found in 12 countries
Flying Lemur,Dermoptera,Folivore,Nocturnal+,10 years,1.8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Dermoptera,,,,Found in 7 countries
Flying Snake,Chrysopelea,Carnivore,Diurnal+,8 years,0.4 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Colubridae,Chrysopelea,,Found in 14 countries
Flying Squirrel,Sciuridae,Omnivore,Nocturnal+,4 years,2.5 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,,,Found in 37 countries
Football Fish,Himantolophus groenlandicus,Carnivore,Cathemeral,,,,Animalia,Chordata,Actinopterygii,Lophiiformes,Himantolophidae,Himantolophus,Himantolophus groenlandicus,
Forest Cobra,Naja melanoleuca,Carnivore,Diurnal+,12 years,3.5 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,Naja melanoleuca,Found in 15 countries
Forest Cuckoo Bumblebee,Bombus sylvestris,Nectarivore,Diurnal,10 years,0.00018 lbs,Least Concern,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus sylvestris,Found in 39 countries
Formosan Mountain Dog,Canis lupus familiaris,Omnivore,Diurnal+,12 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,Found in 1 country
Fossa,Cryptoprocta ferox,Carnivore,Cathemeral,12 years,9 lbs,Vulnerable,Animalia,Chordata,Mammalia,Carnivora,Eupleridae,Cryptoprocta,Cryptoprocta ferox,Found in 1 country
Fox,Vulpes,Omnivore,Crepuscular+,5 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Vulpes,,Found in 78 countries
Fox Snakes,Pantherophis vulpinus,Carnivore,Diurnal+,8 years,1.8 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pantherophis,vulpinus,Found in 6 states/provinces
Fox Squirrel,Sciurus niger,Omnivore,Diurnal+,8 years,1 lbs,Least Concern,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus niger,Found in 29 states/provinces
Fox Terrier,Canis lupus familiaris,Omnivore,Diurnal+,5 years,9 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
Freeway Ball Python,Python regius,Carnivore,Nocturnal+,15 years,3 lbs,Not Evaluated,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,regius,Found in 1 country
French Bulldog,Canis lupus familiaris,Omnivore,Diurnal+,5 years,14 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
French Bulldog Mix,Canis lupus familiaris,Omnivore,Diurnal+,11 years,18 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 1 country
French Lop,Oryctolagus cuniculus,Herbivore,Crepuscular+,6 years,6.8 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus,Found in 1 country
Frenchton,Canis lupus familiaris,Omnivore,Diurnal+,13.5 years,13 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus familiaris,Found in 1 state/province
Frengle,Canis lupus familiaris,Omnivore,Diurnal+,5 years,16 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,lupus,
Freshwater Crocodile,Crocodylus johnstoni,Carnivore,Cathemeral+,50 years,100 lbs,Least Concern,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,johnstoni,Found in 1 country
Freshwater Drum,Aplodinotus grunniens,Carnivore,Cathemeral+,12 years,23 lbs,Least Concern,Animalia,Chordata,Actinopterygii,Acanthuriformes,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Found in 46 locations
Freshwater Eel,Anguillidae,Carnivore,Nocturnal+,15 years,25 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Anguilliformes,Anguillidae,,,Found in 105 countries
Freshwater Jellyfish,Craspedacusta sowerbii,Carnivore,Cathemeral,14 years,,,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,sowerbii,Found in 1 country
Freshwater Sunfish,Centrarchidae,Omnivore,Diurnal+,7 years,10 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Centrarchiformes,Centrarchidae,,,Found in 3 countries
Frigatebird,Fregatidae,Carnivore,Diurnal+,30 years,1.9 lbs,Not Evaluated,Animalia,Chordata,Aves,Suliformes,Fregatidae,,,Found in 53 countries
Frilled Lizard,Chlamydosaurus kingii,Insectivore,Diurnal,6 years,0.9 lbs,Least Concern,Animalia,Chordata,Reptilia,Squamata,Agamidae,Chlamydosaurus,kingii,Found in 3 countries
Frilled Shark,Chlamydoselachus anguineus,Carnivore,Nocturnal+,20 years,16 lbs,Near Threatened,Animalia,Chordata,Chondrichthyes,Hexanchiformes,Chlamydoselachidae,Chlamydoselachus,Chlamydoselachus anguineus,Found in 18 locations
Fritillary Butterfly,Nymphalidae,Omnivore,Diurnal+,3 years,0.005 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,,,Found in 54 countries
Frizzle Chicken,Gallus gallus domesticus,Omnivore,Diurnal+,4 years,3.5 lbs,Not Evaluated,Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Found in 7 countries
Frog,Anura,Omnivore,Nocturnal+,5 years,3.3 lbs,Not Evaluated,Animalia,Chordata,Amphibia,Anura,,,,Found in 55 countries
Frogfish,Antennariidae,Carnivore,Diurnal+,6 years,1.5 lbs,Not Evaluated,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,,,Found in 22 countries
Frug,Canis lupus familiaris,Omnivore,Diurnal+,5 years,13 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Found in 2 countries
Fruit Bat,Pteropodidae,Frugivore,Nocturnal+,12 years,1.6 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,,,Found in 103 countries
Fruit Fly,Drosophila melanogaster,Detritivore,Crepuscular+,14 years,1.2E-6 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,Found in 10 countries
Fulvous Whistling Duck,Dendrocygna bicolor,Omnivore,Nocturnal+,7 years,1.05 lbs,Least Concern,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,Dendrocygna bicolor,Found in 50 locations
Fur Seal,Otariidae (fur seals: subfamily Arctocephalinae),Carnivore,Cathemeral+,18 years,1000 lbs,Not Evaluated,Animalia,Chordata,Mammalia,Carnivora,Otariidae,,,Found in 17 countries
Furrow Bee,Halictus,Nectarivore,Diurnal+,3 years,0.00015 lbs,Not Evaluated,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,,Found in 62 countries
